title,description,genre,type,poster_url,predicted_emotions,tone_tags
Barbra: The Music ... The Mem'ries ... The Magic!,"Iconic songstress Barbra Streisand culminates her 13-city tour in Miami with dazzling ballads, Broadway standards and stories from behind the scenes.",Music & Musicals,Movie,https://image.tmdb.org/t/p/w500/5DyY92fWXrAoutY2vAatMnt2rPq.jpg,['admiration'],[]
Godless,"A ruthless outlaw terrorizes the West in search of a former member of his gang, whoâs found a new life in a quiet town populated only by women.",TV Dramas,TV Show,https://image.tmdb.org/t/p/w500/9FXQQpSr6oAEzehGETU7nYkYgU4.jpg,[],[]
Beat Bugs: All Together Now,"After winning a local talent show, the Beat Bugs journey to compete on ""The Bug Factor,"" a televised singing contest held in faraway Rocket Ship Park.","Children & Family Movies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/AeFFvbzD4gSwrwS0Wk1CY3mQLZb.jpg,[],[]
Brian Regan: Nunchucks and Flamethrowers,"Brian Regan takes relatable family humor to new heights as he talks board games, underwear elastic and looking for hot dogs in all the wrong places.",Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/98N0ah0Xnvy10aurtK4gAWl7EP3.jpg,['neutral'],[]
Saving Capitalism,Former Secretary of Labor Robert Reich meets with Americans from all walks of life as he chronicles a seismic shift in the nation's economy.,Documentaries,Movie,https://image.tmdb.org/t/p/w500/klxZFkVYV0bmOdeLI8YQ8GcE26m.jpg,['neutral'],[]
A Christmas Prince,Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.,"Children & Family Movies, Dramas, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/x0IGQsMzVbsF7noj5cCfEk1GU7s.jpg,['neutral'],[]
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton","Through the lens of his stunningly immersive performance as Andy Kaufman, Jim Carrey ponders the meaning of life, reality, identity and career.",Documentaries,Movie,https://image.tmdb.org/t/p/w500/kKzopOFXz9YfsCTqg3XpF0GoypX.jpg,['admiration'],[]
Longmire,This contemporary crime thriller focuses on a Wyoming sheriff who's rebuilding his life and career following the death of his wife.,"Crime TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/yrdt5lscyJ5j5GSbhl99x3SRN66.jpg,[],[]
Luna Petunia,"With help from her magic toy chest, fun-loving Luna Petunia enters the fantastic land of Amazia, where adventures, friendship and learning await.",Kids' TV,TV Show,https://image.tmdb.org/t/p/w500/mm1PxtIwH9eRxiUVc63Csgk6Fyx.jpg,['joy'],"['Uplifting', 'Bittersweet', 'Wholesome', 'Gentle Humor']"
Mudbound,"Two Mississippi families â one black, one white â confront the brutal realities of prejudice, farming and friendship in a divided World War II era.","Dramas, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/tf21kSKepMOlnorszWaiFwksKU4.jpg,['neutral'],[]
Shot in the Dark,"Three rival freelance stringers scour the streets at night to film crime scenes, fires, accidents â and anything else they can sell to news outlets.",Reality TV,TV Show,https://image.tmdb.org/t/p/w500/pR6tNqNLYIbRRYC5TFKWVWaVvvK.jpg,['neutral'],[]
The Irregular at Magic High School,"Siblings Tatsuya and Miyuki enroll at Magic High School, where Miyuki's honors status comes between her and her underachieving older brother.","Anime Series, International TV Shows, Teen TV Shows",TV Show,https://image.tmdb.org/t/p/w500/4mJpMjdghHo4LfvmP1q1mubkEvl.jpg,['neutral'],[]
The Method,An ambitious young law enforcement graduate is thrilled when her idol takes her on as a trainee. But his methods aren't anything like she imagined.,"Crime TV Shows, International TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/jxdZJU3XXkfrjYwd8h8QmXHWM6X.jpg,[],[]
DeRay Davis: How to Act Black,"Dynamic comic DeRay Davis hits the stage like a ball of fire, nailing the finer points of living, dating and handling show business as a black man.",Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/pNq6O6e3QbR9FzO9CeQwT12xhAo.jpg,['neutral'],[]
Bon Cop Bad Cop 2,"Two veteran buddy cops are back for a second chapter, this time to tackle a car theft ring that turns out to be much more than they bargained for.","Action & Adventure, Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/sXP6WjVJGeZuqVQJVMMAf8CeGma.jpg,['neutral'],[]
Blazing Transfer Students,"Featuring the boys of Johnny's West, a gang of zany transfer students are recruited for a mysterious mission ordained by their shadowy principal.","International TV Shows, TV Action & Adventure, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/1GM9H5JEbkhrsiSOupx7nHWVonP.jpg,['neutral'],[]
Glitter Force Doki Doki,Four girls summon their inner superheroes to defend Earth and the magical kingdom of Splendorius from King Mercenare and his minions.,"Anime Series, Kids' TV",TV Show,https://image.tmdb.org/t/p/w500/7S4cBGSAVLZ4RpJ5su907v8FYTj.jpg,['neutral'],[]
Lady Dynamite,Comedian Maria Bamford stars in a series inspired by her own life. It's the sometimes surreal story of a woman who loses â and then finds â her s**t.,TV Comedies,TV Show,https://image.tmdb.org/t/p/w500/ke7ShO4UdZ3M2WwAooUTQXoZAua.jpg,[],[]
Mea Culpa,"Raw and outspoken, comedian Alexis de Anda bares her soul about weddings, exercise, sex, gynecologists, drugs and much more in this stand-up special.",Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/gf8B5fXiqoeOOh0TOYYsDJMbv8w.jpg,['neutral'],[]
The Killer,"In lawless badlands, reclusive Cabeleira sets out to discover the fate of his gunman father and grows to be a feared assassin himself.","Action & Adventure, International Movies",Movie,https://image.tmdb.org/t/p/w500/6PCnxKZZIVRanWb710pNpYVkCSw.jpg,['neutral'],[]
Fate/Apocrypha,The theft of the Greater Grail from Fuyuki City leads to a splintered timeline in which the Great Holy Grail War is waged on an unprecedented scale.,"Anime Series, International TV Shows",TV Show,https://image.tmdb.org/t/p/w500/aQvABf8fwwHSdYbMk1Ir3NnvcSp.jpg,['neutral'],[]
Jerry Seinfeld: Comedian,Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit.,Documentaries,Movie,https://image.tmdb.org/t/p/w500/4bUqpHXVAtFwPmmB6b9vilfn33W.jpg,['neutral'],[]
Project McÂ²,Teenage spy McKeyla teams up with three other super-smart girls to become secret agents who use their science and tech skills to save the day.,Kids' TV,TV Show,,['neutral'],[]
The Journey Is the Destination,Spirited 22-year-old activist and photojournalist Dan Eldon rushes to the frontline of a dangerous relief effort for Somalian refugees in this biopic.,Dramas,Movie,https://image.tmdb.org/t/p/w500/aeDZV3jD35dYSSbuZgfKWkvxRHN.jpg,['neutral'],[]
Let It Fall: Los Angeles 1982-1992,This documentary chronicles simmering tension and broken trust between L.A.'s black community and police in the decade before the Rodney King riots.,Documentaries,Movie,https://image.tmdb.org/t/p/w500/sfMHsRoO64j6yfZCPosfQWi5y5y.jpg,['disappointment'],['Bittersweet']
Mubarakan,"Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes.","Comedies, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/cSqLPtE4fkn2wrpxlw5xXraHDNH.jpg,['disappointment'],['Bittersweet']
Akulah Balqis,"A little girl must enter an orphanage after her parents are arrested, but her life takes a dramatic turn when she escapes and meets a model.","International TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/pDfkRZwu1KD4txQrsUmK5sGMmU.jpg,['neutral'],[]
Alias Grace,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.","Crime TV Shows, International TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/m6ChYjCPMpzAPzR7jm0omLbu9hS.jpg,['neutral'],[]
Bandie,"Heirless Maharaj Brajbhan leaves his throne to his cousin Vikram, but when Brajbhan's wife, Badi Rani, finally conceives, Vikram plots to destroy her.","Action & Adventure, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/r4qUBQdSbywDOQEWtGRu1tmVKWB.jpg,['neutral'],[]
Getaway Plan,Professional burglar and blowtorch expert VÃ­ctor is recruited by the Russian mafia to break into a vault as part of an elaborate bank heist.,"International Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/y94HULDnIszOyMPM1fJzgkFYtEn.jpg,['neutral'],[]
Hajwala: The Missing Engine,A competitive streetcar racer's obsession with winning drive him to develop a vehicle with an innovative engine that's never been used before.,"Action & Adventure, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/dNosDBLKywMYXmCxtxCWrwunCPG.jpg,"['realization', 'neutral']",[]
Pettersson and Findus 2,"Christmas is just around the corner, but Pettersson and Findus are worried the snowy weather (and lack of a tree) may keep them from celebrating.","Children & Family Movies, Comedies",Movie,https://image.tmdb.org/t/p/w500/uRd9oTEp1HHl4GQAVkFMmqLwOXN.jpg,"['fear', 'nervousness']",[]
The Bittersweet,"As a killer stalks the streets, a troubled young courier suspects that a doctor may be the long-lost sister he hasn't seen since childhood.","Action & Adventure, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/7WX2uvYXs8iDOH6KbjeGFmckgy2.jpg,['neutral'],[]
The Family Court,Five lawyers from different firms develop a strong bond of friendship that is occasionally tested by their court cases and growing romantic feelings.,"International TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/a1Inxh9lDa1R3XgMeoMLUvptQp9.jpg,"['approval', 'neutral']",[]
The Golden Path,"A single mother of five struggles for decades to forge a successful business empire, only to see her family descend into animosity and betrayal.","International TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/avAshDyWqXO8Ua5c37VBvZN9ahz.jpg,['disappointment'],['Bittersweet']
The Little Nyonya,"An orphaned Chinese woman in Singapore refuses to yield to her lowly station in life, setting her family on a tumultuous course for generations.","International TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/docNIGXljZ4IBgfc5sZuJLdoPk6.jpg,"['sadness', 'neutral']","['Bittersweet', 'Melancholic']"
The Truth,"A devious businessman covets his partner's priceless treasure map, while a related murder case calls into question some biological family ties.","Crime TV Shows, International TV Shows, TV Action & Adventure",TV Show,https://image.tmdb.org/t/p/w500/xkLGndChrmz07JeHiAqCqBbWsLX.jpg,['neutral'],[]
Together,"Spanning 30 years, a group of dedicated and diverse friends experiences happiness and hardship in a newly independent Singapore.","International TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/ixXva3Q94P9AIDP67v7MavnfVLE.jpg,['joy'],"['Uplifting', 'Bittersweet', 'Wholesome', 'Gentle Humor']"
Judah Friedlander: America Is the Greatest Country in the United States,"Deadpan comic and self-proclaimed world champion Judah Friedlander performs over several nights in New York, explaining why America is No. 1.",Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/74rkJyWLlt8oaZNNvSf3euCzOH6.jpg,['neutral'],[]
The B-Side: Elsa Dorfman's Portrait Photography,"Filmmaker Errol Morris probes the life, work and studio of his pal Elsa Dorfman, a Polaroid photographer who's shot luminaries and regular folk alike.",Documentaries,Movie,https://image.tmdb.org/t/p/w500/mq9kHiTSi7npNP8wND4unVVsrV6.jpg,['neutral'],[]
SPF-18,The arrival of an enigmatic struggling musician in Malibu shakes the ground beneath the feet of a teenage girl and her surfer boyfriend.,"Dramas, Romantic Movies, Sports Movies",Movie,https://image.tmdb.org/t/p/w500/mdsnV8HtJUDhwmCt0IDT0TwLbsz.jpg,['neutral'],[]
Pup Star: Better 2Gether,Returning Pup Star champ Tiny has her Yorkie paws full after an evil rival replaces her with street dog Scrappy during the national competition.,"Children & Family Movies, Comedies",Movie,https://image.tmdb.org/t/p/w500/wrnOybv78MO1SjABBX2LGPFY956.jpg,['neutral'],[]
Beyond Stranger Things,"Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!","Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy",TV Show,https://image.tmdb.org/t/p/w500/rHCFO8RJ3Hg6a8KjWAsvAsa38hp.jpg,['neutral'],[]
Joan Didion: The Center Will Not Hold,"Literary icon Joan Didion reflects on her remarkable career and personal struggles in this intimate documentary directed by her nephew, Griffin Dunne.",Documentaries,Movie,https://image.tmdb.org/t/p/w500/xgry0bnJVrcIA3IpZ1CkAg6qEtw.jpg,"['admiration', 'neutral']",[]
Strange Weather,"A grieving mother takes a road trip with her friend to confront the man who, she believes, stole her late son's business idea to get rich.","Dramas, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/vlw625tmRD1qFIy4JiOZzQKc98P.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
The Hateful Eight,"Years after the Civil War, a bounty hunter and his captive are waylaid by a Wyoming blizzard and hole up in a way station with six dicey strangers.","Action & Adventure, Thrillers",Movie,https://image.tmdb.org/t/p/w500/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg,['neutral'],[]
Jack Whitehall: At Large,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson.",Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/AogLjcJoA8Jw11uLuQ62qyKkHZb.jpg,['neutral'],[]
The Mist,"Trapped by a mysterious fog, residents of a Maine village discover that it hides nightmarish creatures. A new series based on Stephen King's novella.","TV Dramas, TV Horror, TV Mysteries",TV Show,https://image.tmdb.org/t/p/w500/iwDmsffJ5qYBxiGTPdwgIKTscKu.jpg,"['realization', 'neutral']",[]
W1A,"The new Head of Values at the BBC deals with redefining the company's purpose, events like the arrival of Prince Charles and issues with new programs.","British TV Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/dHnXjiXL9YCxRFlgUCVADAKq8AM.jpg,['neutral'],[]
1922,"A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.","Dramas, Thrillers",Movie,https://image.tmdb.org/t/p/w500/q4FQOiSRhTLWulHl5Vpg37FMArH.jpg,['neutral'],[]
Haters Back Off,"Determined to make it big, the confident but clueless Miranda Sings embarks on an unlikely quest for fame in this offbeat comedy.","TV Comedies, Teen TV Shows",TV Show,https://image.tmdb.org/t/p/w500/szBN73wfk4Xa11rYQGYgdtW4Lvb.jpg,['optimism'],"['Uplifting', 'Redemptive']"
One of Us,"In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community.",Documentaries,Movie,https://image.tmdb.org/t/p/w500/qHoIoeXcGRkzC4Rjlamml4f6nKe.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
The Day I Met El Chapo,"Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo GuzmÃ¡n, the worldâs most-wanted drug lord.","Crime TV Shows, Docuseries, International TV Shows",TV Show,https://image.tmdb.org/t/p/w500/cHJ08CcTSCBkBfcVDQRRiOFKoM2.jpg,['neutral'],[]
Wheelman,The getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller.,Action & Adventure,Movie,https://image.tmdb.org/t/p/w500/qitUsN1Ea8Bsg8R0QtBB35H2xgB.jpg,['admiration'],[]
Wedding Unplanned,"Mathias's girlfriend finds a business card for a wedding planner in his pocket. Suddenly, he's engaged and hiring his lover to plan the big day!","Comedies, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/b9Xh6548vTyNhgTcWqFCE8MmdHv.jpg,['neutral'],[]
