title,type,genre,tags,mood_tag,mood_tag_standard,source
Lucas Brothers: On Drugs,Movie,Stand-Up Comedy,"Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson.",neutral,Neutral,Netflix
Bibi & Tina,Movie,"Children & Family Movies, Music & Musicals",Teen witch Bibi and horse-loving Tina face trouble when a posh girl flirts with Tina's boyfriend and a crook sets his greedy eyes on a promising foal.,anger,Stressed,Netflix
Bibi & Tina II,Movie,"Children & Family Movies, Music & Musicals","When robbers hit Falkenstein castle, teen witch Bibi and pal Tina hunt for the crooks, then devise a plan to save the neighbors' failing ranch.",fear,Anxious,Netflix
Bibi & Tina: Girls Versus Boys,Movie,"Children & Family Movies, Music & Musicals","At summer camp, young Bibi and her friends are pitted against the boys in a treasure hunt. But what's a witch to do when she loses her powers?",neutral,Neutral,Netflix
Slam,Movie,"Comedies, Dramas, International Movies","Teen father-to-be Sam imagines his future as a young parent and finds a surprising mentor while reading about his idol, pro skateboarder Tony Hawk.",surprise,Excited,Netflix
The Wedding Party,Movie,"Comedies, Dramas, International Movies","As their big day arrives, a couple's lavish wedding plans turn into a nightmare of exes, fighting parents and uninvited guests.",fear,Anxious,Netflix
Arctic Heart,Movie,"Dramas, International Movies, Romantic Movies","Madly in love with a brilliant scientist studying an immunizing protein produced by penguins, a timid med student offers her body to his research.",Happy,Happy,Netflix
Our Lovers,Movie,"Comedies, Dramas, International Movies","A love-challenged man and a woman he meets at a bookshop bar begin dating, but only at the shop â and without knowing anything about each other.",Happy,Happy,Netflix
Sandy Wexler,Movie,Comedies,"When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off.",joy,Happy,Netflix
Macho,Movie,"Comedies, International Movies, LGBTQ Movies",A famous designer who's always pretended to be gay finds himself in crisis mode when threatened with exposure as the woman-chasing straight guy he is.,fear,Anxious,Netflix
Kevin Hart: What Now?,Movie,Stand-Up Comedy,"Frenetic comic Kevin Hart hits Philadelphia and dishes on suburban wildlife, jean shorts and the fine art of getting even with a 7-year-old.",joy,Happy,Netflix
Frat Star,Movie,Comedies,A freshman uninterested in joining a fraternity is convinced to pledge by a rich roommate who introduces him to a world darker than he ever dreamed.,Tense,Stressed,Netflix
The Miracle,TV Show,"International TV Shows, Korean TV Shows, TV Dramas","Polar opposites in personality and looks, fraternal twin sisters who live completely different lives wake up one day to find they've switched bodies.",neutral,Neutral,Netflix
The Get Down,TV Show,TV Dramas,"In 1977 New York City, the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history.",joy,Happy,Netflix
The Lighthouse of the Orcas,Movie,"Dramas, International Movies, Romantic Movies",A mother travels to Patagonia with her autistic son with the hopes that a ranger and a pod of wild orcas can help him find an emotional connection.,neutral,Neutral,Netflix
Win It All,Movie,"Comedies, Independent Movies, Romantic Movies","After losing $50,000 that wasn't his, gambling addict Eddie starts to rebuild his life. But an unwelcome surprise pushes him toward his old ways.",surprise,Excited,Netflix
Louis C.K. 2017,Movie,Movies,"Louis C.K. muses on religion, eternal love, giving dogs drugs, email fights, teachers and more in a live performance from Washington, D.C.",Happy,Happy,Netflix
Burned Cocoon,TV Show,"International TV Shows, TV Dramas","A secret marriage unites two families â one wealthy and traditional, the other bankrupt and modern â and is threatened by the resulting conflicts.",fear,Anxious,Netflix
Couples Counseling,Movie,"Comedies, Dramas, International Movies",A seasoned couples therapist comes to realize she might need help with her own marriage after meeting a new pair of young clients.,neutral,Neutral,Netflix
Deuces,Movie,Dramas,"Assigned to go undercover to take down an impenetrable crime ring, a detective finds himself falling under the sway of its enigmatic leader.",disgust,Stressed,Netflix
Elaan,Movie,"Action & Adventure, Cult Movies, International Movies","Journalist Naresh is hired to probe illegal activities on an island. When he's captured, a fellow prisoner gives him a ring with magic powers.",disgust,Stressed,Netflix
Five Nights in Maine,Movie,"Dramas, Independent Movies","After his wife dies in a car accident, a grief-stricken man visits his estranged mother-in-law in Maine, where they try to help each other heal.",sadness,Sad,Netflix
Killa,Movie,"Dramas, International Movies",Growing up poses challenges for Chinu when he moves from city to country and encounters a youth culture far different from what he's used to.,neutral,Neutral,Netflix
Life 2.0,Movie,Documentaries,Computer users across the globe log onto the virtual world of Second Life. But some users' lives are dramatically consumed by this alternate reality.,neutral,Neutral,Netflix
Salaakhen,Movie,"Action & Adventure, International Movies, Music & Musicals","Two close childhood friends take drastically different paths in life, but meet by chance years later and fall in love, unaware of their past bond.",Happy,Happy,Netflix
Skins,Movie,"Dramas, International Movies","Deformed, disfigured characters must find a way to deal with society shunning their differences in this darkly comic social drama.",Tense,Stressed,Netflix
The Tenth Man,Movie,"Dramas, International Movies","After spending much of his adult life in New York, an affable economist returns home to Buenos Aires and tries to reconnect with his aloof father.",joy,Happy,Netflix
Toro,Movie,"Dramas, International Movies, Thrillers",Ex-con Toro's brother and former partner in crime makes a desperate plea for help that may put Toro back behind bars ... if he survives at all.,sadness,Sad,Netflix
Bridget Christie: Stand Up for Her,Movie,Stand-Up Comedy,"Performing stand-up for a packed house in London's Hoxton Hall, comedian Bridget Christie dives into the politics of gender, sex and equality.",disgust,Stressed,Netflix
Five Came Back,TV Show,Docuseries,Five acclaimed contemporary directors tell the story of five legendary Hollywood filmmakers who enlisted in the armed forces to document World War II.,neutral,Neutral,Netflix
Hoff the Record,TV Show,"British TV Shows, TV Comedies","TV star David Hasselhoff hopes to reboot his career in the U.K., but both his comeback plans and his personal life keep going off the rails.",sadness,Sad,Netflix
The Discovery,Movie,"Dramas, Independent Movies, Romantic Movies","A scientist whose proof of an afterlife caused a rash of suicides forges ahead with his research, while his disapproving son falls for a troubled woman.",disgust,Stressed,Netflix
Jo Koy: Live from Seattle,Movie,Stand-Up Comedy,"Between raising a teenage boy and growing up with a Filipino mother, stand-up comic Jo Koy has been through a lot. He's here to tell you all about it.",neutral,Neutral,Netflix
Bottersnikes & Gumbles,TV Show,"British TV Shows, Kids' TV",The fun-loving Gumbles bounce and play while staying away from the foul-smelling Bottersnikes who live in a nearby junkyard.,neutral,Neutral,Netflix
Felipe Neto: My Life Makes No Sense,Movie,Stand-Up Comedy,"YouTube sensation Felipe Neto brings the stories from his autobiographical book ""NÃ£o Faz Sentido!"" to the stage in this comedy special.",Happy,Happy,Netflix
The C Word,Movie,Documentaries,"To solve the mystery of cancer, challenging the status quo is a must. Witness how lifestyle and societal changes may help beat the disease.",Anxious,Anxious,Netflix
The Most Hated Woman in America,Movie,Dramas,"This drama follows the controversial life of outspoken atheist Madalyn Murray O'Hair, from her landmark court battles to her infamous abduction.",fear,Anxious,Netflix
Dave Chappelle,TV Show,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials.",Happy,Happy,Netflix
One-Punch Man,TV Show,"Anime Series, Crime TV Shows, International TV Shows","The most powerful superhero in the world can kill anyone with one blow. But nothing can challenge him, so he struggles with ennui and depression.",neutral,Neutral,Netflix
Best Worst Thing That Ever Could Have Happened,Movie,Documentaries,"The cast and crew of the 1981 Broadway musical ""Merrily We Roll Along"" recall joy and heartbreak during the production of a surefire hit that wasn't.",sadness,Sad,Netflix
Deidra & Laney Rob a Train,Movie,"Comedies, Dramas, Independent Movies","With their mother in jail and bills piling up, ambitious small-town teens Deidra and Laney plot a series of train robberies to keep themselves afloat.",fear,Anxious,Netflix
Julie's Greenroom,TV Show,Kids' TV,Adorable puppets stage their own musical under the watchful eye of mentor Julie Andrews in this original kids' series from the Jim Henson Company.,neutral,Neutral,Netflix
Outback Truckers,TV Show,Reality TV,"Australia's toughest big-rig drivers brave wildfires, scorching deserts, treacherous downpours and chassis-deep mud to deliver their cargo on time.",fear,Anxious,Netflix
Pandora,Movie,"Dramas, International Movies, Thrillers","When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster.",fear,Anxious,Netflix
Samurai Gourmet,TV Show,"International TV Shows, TV Dramas",Recent retiree Takeshi rediscovers his passion for food and life by getting in touch with his inner warrior and eating what he truly desires.,neutral,Neutral,Netflix
Howards End,Movie,"Classic Movies, Dramas, Independent Movies","When a husband, acting in his family's ""best interest,"" does not accept his wife's deathbed wish, providence dictates that he pay for his duplicity.",Sad,Sad,Netflix
Asoka,Movie,"Action & Adventure, Dramas, International Movies",This elaborate Bollywood epic dramatizes one man's transformation from a vengeful and cunning warrior into a legendary leader and teacher of Buddhism.,fear,Anxious,Netflix
"Bon Cop, Bad Cop",Movie,"Action & Adventure, Comedies, International Movies",An English-speaking officer from Toronto and a French-speaking cop from Montreal are forced to work together to solve a crime.,disgust,Stressed,Netflix
